
 Lista de Imóveis da Caixa;;Data de geração:;11/09/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 1444416260236 ;CE ;SOBRAL ;RENATO PARENTE ;RUA TENENTE CORONEL EZIO LIMA VERDE, N. 172, LT 45 QD 22 ;420.000,00;420.000,00;0.00;Não;Casa, 103.76 de área total, 103.76 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416260236
 8444405756810 ;CE ;TAUA ;TAUA ; RUA LUIZ ALEXANDRINO FEITOSA, N. 326, ;156.000,00;156.000,00;0.00;Não;Casa, 114.90 de área total, 114.90 de área privativa, 150.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405756810
 8555517671789 ;CE ;TAUA ;BEZERRA E SOUSA ; RUA CANDIDO ALVES BEZERRA, N. 47, ;150.000,00;150.000,00;0.00;Não;Casa, 121.20 de área total, 121.20 de área privativa, 168.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517671789
 8444428962913 ;CE ;TIANGUA ;GERALDO SARAIVA ; RUA PROJETADA 02, N. 94, ;158.411,82;189.000,00;16.19;Não;Casa, 100.00 de área total, 100.00 de área privativa, 127.27 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428962913
 8444400859581 ;CE ;TIANGUA ;CENTRO ;RUA PROJETADA 384, N. SN, CS 15 ;220.000,00;152.000,00;0.00;Não;Casa, 0.00 de área total, 85.06 de área privativa, 138.16 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400859581
 8787714823256 ;DF ;BRASILIA ;RECANTO DAS EMAS ; AVENIDA BURITI, N. SN, Apto 242, LT 05 SUBCENTRO URBANO 400 600 ;75.884,78;131.000,00;42.08;Não;Apartamento, 45.87 de área total, 27.79 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714823256
 8444433126397 ;DF ;BRASILIA ;SAMAMBAIA ; Q QN 108, N. SN, Apto 401,  BL A LT 01 CJ 01 ENTRADA D ;106.667,03;180.000,00;40.75;Não;Apartamento, 47.52 de área total, 43.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433126397
 8787714712616 ;DF ;BRASILIA ;RECANTO DAS EMAS ; AVENIDA BURITI SUBCENTRO URBANO 400/600, N. SN, Apto 448, LOTE 5 ;146.340,78;239.000,00;38.77;Não;Apartamento, 74.33 de área total, 45.04 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714712616
 1787701719929 ;DF ;BRASILIA ;RECANTO DAS EMAS ; AVENIDA BURITI, N. SN, Apto 146, LT 05 SUBCENTRO 400 600 ;129.031,78;205.000,00;37.06;Não;Apartamento, 74.33 de área total, 45.04 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701719929
 10302314 ;DF ;BRASILIA ;NORTE (AGUAS CLARAS) ;RUA DAS FIGUEIRAS, N. 00, LT 07, SL 08 ;138.473,13;220.000,00;37.06;Não;Sala, 0.00 de área total, 32.22 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10302314
 8787716246469 ;DF ;BRASILIA ;ITAPOA PARQUE ;QUADRA 402 CONJUNTO 1, N. SN, Apto 03, BL A2 LT 05 REG ADM ITAPOA ;97.043,45;153.000,00;36.58;Não;Apartamento, 63.69 de área total, 46.40 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716246469
 10292041 ;DF ;BRASILIA ;SETOR LESTE (GAMA) ;QUADRA 17, N. 00, LOTE 06 ;492.006,64;772.000,00;36.27;Não;Comercial, 0.00 de área total, 200.00 de área privativa, 225.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10292041
 8787700688831 ;DF ;BRASILIA ;RIACHO FUNDO II ; QN 22 CONJUNTO 3, N. SN, Apto 203, BL 18 LT 01 AO 05 ;106.571,83;155.973,69;31.68;Não;Apartamento, 97.73 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700688831
 1444402476002 ;DF ;BRASILIA ;AGUAS CLARAS ;RUA 08 NORTE, N. SN, Apto 701, VG 127 2 SUBS LT 02 ;487.000,00;487.000,00;0.00;Não;Apartamento, 0.00 de área total, 68.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402476002
 1444415560686 ;DF ;BRASILIA ;SET HAB COL SUDOESTE ;SUPER QUADRA SUDOESTE 101, N. SN, Apto 411, BL H SHCSW VG 52 ;1.250.000,00;1.250.000,00;0.00;Não;Apartamento, 90.66 de área total, 90.66 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415560686
 1444419574460 ;DF ;BRASILIA ;Águas Claras ;AVENIDA PARQUE AGUAS CLARAS, N. SN, Apto 602, T.A LT.5 7E9 CJ.2 LT.8 CJ.4 QD.301 ;451.000,00;451.000,00;0.00;Não;Apartamento, 0.00 de área total, 61.15 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419574460
 8444410863492 ;DF ;BRASILIA ;AGUAS CLARAS ;QUADRA 209, N. SN, Apto 1404, BL A  LT 06 VG 11 E 12 PÇ GRAUNA ;755.000,00;755.000,00;0.00;Não;Apartamento, 0.00 de área total, 96.90 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410863492
 8787704376249 ;DF ;BRASILIA ;CEILANDIA ;QNM 12 VIA NM 12B, N. SN, Apto 1012, LT 11 13 15 ;171.000,00;171.000,00;0.00;Não;Apartamento, 49.79 de área total, 33.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704376249
 8787720652026 ;DF ;BRASILIA ;ITAPOA PARQUE ;QUADRA 402, N. SN, Apto 02, BL C1 LT 08 CJ 01 ;175.000,00;175.000,00;0.00;Não;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720652026
 1555508232966 ;DF ;BRASILIA ;PARK WAY ;SMPW QUADRA 18, N. SN, UNID B LT 02 CJTO 05 ;1.555.000,00;1.555.000,00;0.00;Não;Casa, 339.95 de área total, 339.95 de área privativa, 2125.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 lavabo(s), DCE.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555508232966
 8444410234533 ;DF ;BRASILIA ;SAMAMBAIA SUL ;QUADRA 301 CONJUNTO 1, N. SN, Apto 902, BL B LT 03 04 E 05 VG 332 ;205.000,00;205.000,00;0.00;Não;Apartamento, 74.85 de área total, 35.81 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410234533
 8787701753742 ;DF ;BRASILIA ;RECANTO DAS EMAS ;AVENIDA EUCALIPTO QUADRA 406, N. SN, Apto 1207, LT 24 VG 90 ;290.000,00;290.000,00;0.00;Não;Apartamento, 106.04 de área total, 63.44 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701753742
 1555512253360 ;DF ;BRASILIA ;SUL (AGUAS CLARAS) ; AVENIDA SIBIPIRUNA, N. SN, LT 32  SALA 706  VG 26 ;288.000,00;288.000,00;0.00;Não;Sala, 83.39 de área total, 51.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555512253360
 8444423255674 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;AVENIDA MONUMENTAL, N. SN, Apto 302, BL C1 SETOR TOTAL VILLE COND 07 LT 21 ;205.000,00;205.000,00;0.00;Não;Apartamento, 80.20 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423255674
 8787708115091 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 200, N. SN, Apto 404, BL 25 LT 201 VG 276 RES PORTO PILAR ;214.650,53;214.650,53;0.00;Não;Apartamento, 140.57 de área total, 60.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708115091
 8787712661496 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 501 RA XXVIII, N. SN, Apto 2, BL E2 LT 05 CJ 02 ;152.256,85;152.256,85;0.00;Não;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712661496
 8787720414915 ;DF ;BRASILIA ;ITAPOA PARQUE (ITAPOA) ;QUADRA 402 CONJUNTO 02, N. 402, Apto 101,  BL.F2 LT.07 SETOR HAB.ITAPOÃ ;180.000,00;180.000,00;0.00;Não;Apartamento, 63.60 de área total, 46.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720414915
 8444409621120 ;DF ;BRASILIA ;SET HAB RIACHO FUNDO ;AREA CENTRAL 02, N. SN, Apto 308, BL A  LTS 01 02 E 12 VG 308A ;342.282,34;340.000,00;0.00;Não;Apartamento, 0.00 de área total, 69.90 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409621120
 8787713822841 ;DF ;BRASILIA ;SANTA MARIA ;AVENIDA MONUMENTAL, N. SN, Apto 401, BLOCO 02 LOTE 05 ;229.485,48;226.000,00;0.00;Não;Apartamento, 117.48 de área total, 56.98 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713822841
 1444414386534 ;DF ;BRASILIA ;AGUAS CLARAS ;RUA 18, N. SN, Apto 704, VG 91 LT 07 NORTE ;421.780,79;410.000,00;0.00;Não;Apartamento, 96.06 de área total, 56.61 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414386534
 8787709764069 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 100, N. SN, Apto 303, BL 22 RES PORTO PILAR RA XIII ;159.743,08;154.000,00;0.00;Não;Apartamento, 109.65 de área total, 44.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709764069
 8787715178338 ;DF ;BRASILIA ;SAMAMBAIA NORTE ;QUADRA QR 412, N. SN, Apto 404, LT 03 CJ 17A VG 27 ;251.971,28;240.813,69;0.00;Não;Apartamento, 0.00 de área total, 47.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715178338
 1787702678916 ;DF ;BRASILIA ;RECANTO DAS EMAS ; RUA Nº 7, N. 66, BL Q N 2 VG 34 ;315.926,71;301.341,01;0.00;Não;Casa, 91.60 de área total, 84.52 de área privativa, 104.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702678916
 8555519623919 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 400, N. SN, Apto 301, BL L LT 403 RES PORTO PILAR RAXIII ;154.079,55;144.000,00;0.00;Não;Apartamento, 62.73 de área total, 44.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519623919
 8555517678686 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ; RUA 400, N. SN, Apto 401, BL L RES PORTO PILAR RAXIII ;155.169,25;144.000,00;0.00;Não;Apartamento, 62.73 de área total, 44.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517678686
 8787709149003 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 100, N. SN, Apto 403, BL 16  LT 102 RES PORTO PILAR RA XIII ;159.834,96;145.000,00;0.00;Não;Apartamento, 109.65 de área total, 44.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709149003
 1787702816758 ;DF ;BRASILIA ;SAMAMBAIA ; QUADRA QN 110, N. SN, Apto 308, TR 03  LT 01  CJ 02  VG 56 ;304.720,25;268.000,00;0.00;Não;Apartamento, 84.23 de área total, 44.44 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702816758
 8787716665020 ;DF ;BRASILIA ;RECANTO DAS EMAS ;RUA 6, N. SN, Apto 709, LT 01 SU 400 600 ;211.280,19;160.000,00;0.00;Não;Apartamento, 44.58 de área total, 27.79 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716665020
 8787707200788 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 200  RESIDENCIAL PORTO PILAR, N. SN, Apto 401, BL.09 LT.RES.201 VG.N°430 ;186.375,43;139.000,00;0.00;Não;Apartamento, 107.88 de área total, 44.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707200788
 1444416725972 ;DF ;BRASILIA ;SÃO SEBASTIAO RA XIV ;RUA SIÃO, N. SN, LT 11 ;1.900.941,30;1.359.000,00;0.00;Não;Casa, 525.10 de área total, 525.10 de área privativa, 895.56 de área do terreno,  5 qto(s), a.serv, WC, WC Emp, 3 sala(s), 1 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416725972
 8787717142144 ;DF ;BRASILIA ;RECANTO DAS EMAS ; SUBCENTRO URBANO 400/600, N. SN, Apto 613, LT 01  RUA 06 ;344.691,29;225.000,00;0.00;Não;Apartamento, 72.73 de área total, 45.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717142144
 8787716357813 ;DF ;BRASILIA ;RECANTO DAS EMAS ; SUBCENTRO URBANO 400/600, N. SN, Apto 226, LT 01  RUA 06 ;344.691,29;220.000,00;0.00;Não;Apartamento, 72.73 de área total, 45.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716357813
 8787716237478 ;DF ;BRASILIA ;RECANTO DAS EMAS ;SETOR SUBCENTRO URBANO RUA 6, N. SN, Apto 120, LT 01 SUBCENTRO URBANO 400 600 ;213.421,32;131.000,00;0.00;Não;Apartamento, 45.03 de área total, 28.07 de área privativa, 0.00 de área do terreno,  1 qto(s), WC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716237478
 1444420712278 ;DF ;BRASILIA ;SAMAMBAIA ;QUADRA QR 205, N. SN, LT 39  CJ 1 ;716.561,17;436.000,00;0.00;Não;Casa, 240.00 de área total, 240.00 de área privativa, 120.01 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420712278
 10305200 ;DF ;BRASILIA ;ASA NORTE ;S SRTVN  CONJ P, N. 0, UN 2131 ;793.867,02;450.000,00;0.00;Não;Sala, 0.00 de área total, 68.77 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10305200
 1555537006545 ;DF ;CANDANGOLANDIA ;CANDANGOLANDIA ;QR-01, LT 07, CASA 07, CJ A ;460.189,36;460.189,36;0.00;Não;Casa, 0.00 de área total, 31.35 de área privativa, 120.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555537006545
 8000802185820 ;DF ;CEILANDIA ;CEILANDIA SUL ;QNN 24, N. SN, LT 30 CONJUNTO I ;280.000,00;280.000,00;0.00;Não;Casa, 141.45 de área total, 24.01 de área privativa, 144.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8000802185820
 1787700762944 ;DF ;CEILANDIA ;CEILANDIA NORTE ;QUADRA NORTE N 11, N. SN, Apto 501, LT 23 VIA NN 11 A VG 45 ;290.000,00;290.000,00;0.00;Não;Apartamento, 123.57 de área total, 59.50 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700762944
 8555518781405 ;DF ;CEILANDIA ;CEILANDIA NORTE ;QUADRA NORTE N, N. SN, Apto 201, LOTE 43 ;162.225,90;162.225,90;0.00;Não;Apartamento, 35.79 de área total, 23.45 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518781405
 1555534558989 ;DF ;CEILANDIA ;CEILANDIA NORTE ; ÁREA ESPECIAL C, N. SN, Apto 102, QNO 12 TR L EDF VIOLETA  QNO 12 V BOX ;296.843,11;270.000,00;0.00;Não;Apartamento, 109.53 de área total, 51.51 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555534558989
 8555534774116 ;DF ;GAMA ;SETOR SUL ;QUADRA 11, N. SN, Apto 302, LT 01 ;128.796,02;128.796,02;0.00;Não;Apartamento, 37.16 de área total, 29.16 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534774116
 1444409503692 ;DF ;GAMA ;SETOR NORTE ;QUADRA 004, N. SN, LT 124 QD 01 CJ B ;379.606,86;360.000,00;0.00;Não;Casa, 124.55 de área total, 23.65 de área privativa, 157.50 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444409503692
 1444415874940 ;DF ;GUARA ;ZONA INDUSTRIAL ;SIA TRECHO 5, N. SN, SL 351 LOTES 05 15 25 E 35 3 PAV ;202.000,00;202.000,00;0.00;Não;Sala, 52.06 de área total, 30.66 de área privativa, 0.00 de área do terreno, WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415874940
 8787716257681 ;DF ;RECANTO DAS EMAS ;RECANTO DAS EMAS ;AVENIDA BURITIS QUADRA 201, N. SN, Apto 447, LT 01 SUBCENTRO URBANO 400 600 ;213.421,32;162.470,72;0.00;Não;Apartamento, 45.03 de área total, 28.07 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716257681
 8787716244016 ;DF ;RECANTO DAS EMAS ;RECANTO DAS EMAS ;SUBCENTRO URBANO 400/600, N. SN, Apto 128, LT 01  RUA 06 ;344.691,29;232.631,43;0.00;Não;Apartamento, 72.73 de área total, 45.34 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716244016
 8555534608003 ;DF ;SAMAMBAIA ;SAMAMBAIA NORTE ;QS 421, N. SN, Apto 1202, LT 1 E B CJ B ;116.047,39;192.000,00;39.56;Não;Apartamento, 0.00 de área total, 41.67 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534608003
 8444430252766 ;DF ;SAMAMBAIA ;SAMAMBAIA NORTE ;QR 421, N. SN,  LT 30 ;222.412,17;361.000,00;38.39;Não;Casa, 126.00 de área total, 84.90 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430252766
 1444417510708 ;DF ;SAMAMBAIA ;SAMAMBAIA SUL ;QUADRA QR 104, N. SN, LT 01 CJ 15 ;197.567,43;310.000,00;36.27;Não;Casa, 85.00 de área total, 85.00 de área privativa, 193.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417510708
 1444400460400 ;DF ;SAMAMBAIA ;CENTRO URBANO ;QUADRA 301 - CONJUNTO 7 LOTES 1-6 E 20-22, Apto 1007, BL B ;460.000,00;460.000,00;0.00;Não;Apartamento, 0.00 de área total, 70.96 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400460400
 8555538273804 ;DF ;SAMAMBAIA ;SAMAMBAIA SUL ;QR 118, N. SN, Apto 803, LT 1 CJ 3A ;187.348,74;187.348,74;0.00;Não;Apartamento, 47.18 de área total, 28.50 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538273804
 8787712173300 ;DF ;SAMAMBAIA ;SAMAMBAIA NORTE ;QUADRA QS 423, N. SN, Apto AP 31, LT 2 CJ M QD QS 423 ;227.000,00;227.000,00;0.00;Não;Apartamento, 39.85 de área total, 32.20 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712173300
 8787711620117 ;DF ;SAMAMBAIA ;SAMAMBAIA ;QUADRA 301, N. SN, Apto 401, VG 57 LT 1 2 3 4 CJ 2 ;284.000,00;284.000,00;0.00;Não;Apartamento, 88.44 de área total, 48.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711620117
 8444411718828 ;DF ;SANTA MARIA ;SANTA MARIA ;RUA 600 RAXIIIDF, N. SN, Apto 207, BL O LT 601 RES PORTO PILAR ;190.000,00;190.000,00;0.00;Não;Apartamento, 57.19 de área total, 50.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411718828
